age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
28,Self-emp-inc,81929,Doctorate,3,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,10635,3543,62,Cambodia,<=50K
62,Self-emp-not-inc,777771,Bachelors,7,Widowed,Transport-moving,Own-child,White,Female,9964,295,71,Philippines,<=50K
18,Local-gov,905296,Doctorate,7,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Male,27785,2053,93,Germany,<=50K
51,Local-gov,687689,9th,6,Married-spouse-absent,Farming-fishing,Husband,Other,Female,95046,2597,24,United-States,<=50K
24,Local-gov,800965,Masters,6,Married-AF-spouse,Transport-moving,Husband,White,Female,82797,680,39,Philippines,<=50K
42,Self-emp-inc,307313,HS-grad,2,Divorced,Transport-moving,Wife,Other,Male,84790,4890,68,England,<=50K
50,Federal-gov,107468,1st-4th,10,Separated,Tech-support,Unmarried,Black,Male,76928,4298,93,India,<=50K
23,State-gov,1103170,Bachelors,6,Married-civ-spouse,Sales,Husband,Other,Male,12336,324,44,Japan,<=50K
84,Without-pay,211703,12th,4,Never-married,Sales,Wife,Other,Female,77475,2291,5,Puerto-Rico,>50K
74,Never-worked,1113609,Assoc-voc,12,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,27412,4422,55,England,<=50K
45,Without-pay,1010669,Prof-school,3,Never-married,Adm-clerical,Own-child,Black,Male,82212,986,93,United-States,>50K
52,State-gov,1142437,Prof-school,13,Separated,Other-service,Husband,Other,Female,75379,3118,30,Mexico,<=50K
37,Never-worked,727650,Bachelors,11,Widowed,Exec-managerial,Wife,Other,Female,45591,760,29,Philippines,>50K
52,Self-emp-inc,313894,Preschool,13,Never-married,Prof-specialty,Own-child,Black,Male,61750,3693,26,Germany,>50K
26,State-gov,1146798,Doctorate,2,Married-AF-spouse,Machine-op-inspct,Not-in-family,Black,Male,90648,1036,83,Germany,<=50K
89,Local-gov,656308,12th,1,Separated,Prof-specialty,Own-child,White,Male,96134,906,26,Mexico,<=50K
40,Self-emp-not-inc,813153,Masters,11,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,35454,364,37,United-States,>50K
80,Private,564897,Assoc-acdm,11,Married-AF-spouse,Prof-specialty,Wife,Black,Female,98537,3413,91,Germany,>50K
65,Without-pay,1272557,Doctorate,5,Separated,Tech-support,Other-relative,Black,Female,62672,1069,94,Canada,<=50K
52,Federal-gov,124211,7th-8th,16,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,27228,4369,53,Germany,<=50K
40,Federal-gov,1254897,7th-8th,2,Widowed,Prof-specialty,Unmarried,Black,Male,14429,2255,30,Japan,<=50K
39,Self-emp-inc,507689,9th,2,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,84294,3686,3,Canada,>50K
78,Never-worked,943160,Prof-school,7,Married-civ-spouse,Transport-moving,Own-child,Other,Female,67808,4219,43,Cambodia,<=50K
53,Federal-gov,880952,Bachelors,8,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,82886,3081,7,Cambodia,<=50K
28,Local-gov,870741,7th-8th,13,Married-AF-spouse,Transport-moving,Wife,Other,Male,53015,3258,49,Philippines,<=50K
71,Without-pay,1098560,Bachelors,10,Never-married,Farming-fishing,Husband,Other,Female,88074,2107,73,Canada,<=50K
29,State-gov,1074477,9th,8,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Female,68936,2933,41,England,<=50K
39,Local-gov,182624,Prof-school,14,Divorced,Adm-clerical,Own-child,Black,Male,80907,2829,77,Philippines,>50K
46,Self-emp-inc,1290893,11th,16,Separated,Priv-house-serv,Unmarried,Other,Male,57378,441,79,England,>50K
33,Local-gov,1361775,Masters,4,Divorced,Priv-house-serv,Wife,White,Female,37310,1559,54,Japan,<=50K
78,State-gov,713045,Assoc-voc,15,Widowed,Handlers-cleaners,Not-in-family,Other,Male,83683,1741,69,India,<=50K
29,Self-emp-not-inc,1011469,Assoc-voc,14,Widowed,Armed-Forces,Own-child,Black,Male,68827,625,93,United-States,>50K
75,Self-emp-inc,165788,7th-8th,1,Married-spouse-absent,Tech-support,Not-in-family,Other,Female,35256,3863,91,Canada,<=50K
35,Self-emp-not-inc,658387,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,76428,1690,27,Mexico,>50K
65,Private,555426,10th,7,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Female,99862,2781,8,Puerto-Rico,<=50K
28,Self-emp-not-inc,710658,Preschool,1,Separated,Transport-moving,Wife,Asian-Pac-Islander,Male,38889,90,32,United-States,>50K
77,Private,988616,Masters,11,Divorced,Adm-clerical,Not-in-family,Black,Female,51428,3006,84,Japan,>50K
35,Private,43429,Doctorate,4,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Female,37207,4302,64,Canada,<=50K
25,Self-emp-not-inc,1270956,11th,8,Widowed,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,50255,1088,10,Cambodia,>50K
87,Self-emp-inc,792577,Masters,2,Never-married,Farming-fishing,Wife,White,Male,91531,4611,13,United-States,<=50K
44,Never-worked,1313703,10th,6,Married-spouse-absent,Other-service,Own-child,Black,Female,5409,1180,63,England,>50K
68,State-gov,907700,5th-6th,13,Never-married,Protective-serv,Not-in-family,Black,Female,42438,1901,93,Mexico,<=50K
32,Local-gov,1085923,Doctorate,6,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,95359,4490,35,United-States,<=50K
85,Local-gov,576110,10th,12,Widowed,Sales,Husband,Asian-Pac-Islander,Male,7869,186,61,Puerto-Rico,<=50K
28,State-gov,984163,Bachelors,9,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,56862,1597,54,Japan,>50K
41,Without-pay,935387,9th,5,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,87937,3408,8,Japan,<=50K
68,Without-pay,27967,1st-4th,10,Married-spouse-absent,Adm-clerical,Other-relative,Other,Male,25958,3747,29,Philippines,<=50K
69,Private,245371,11th,4,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,76302,2670,95,Japan,<=50K
39,Private,1277100,1st-4th,5,Separated,Craft-repair,Not-in-family,Black,Male,19768,4825,41,Philippines,>50K
32,Self-emp-inc,1233261,9th,12,Divorced,Protective-serv,Own-child,White,Female,96330,239,30,Japan,<=50K
73,Federal-gov,572467,9th,16,Separated,Machine-op-inspct,Own-child,Other,Male,26145,2580,86,Puerto-Rico,>50K
55,Self-emp-not-inc,271537,10th,12,Never-married,Adm-clerical,Other-relative,White,Male,75622,4236,21,Japan,>50K
69,Private,861531,Prof-school,10,Married-AF-spouse,Farming-fishing,Other-relative,Black,Female,26442,138,76,Mexico,>50K
58,Local-gov,884645,10th,15,Married-civ-spouse,Armed-Forces,Not-in-family,Black,Female,81948,2506,11,India,<=50K
74,Self-emp-inc,1448127,1st-4th,11,Divorced,Farming-fishing,Own-child,White,Male,25596,4165,2,Cambodia,<=50K
55,Self-emp-not-inc,955772,10th,5,Divorced,Adm-clerical,Other-relative,White,Female,75791,4480,50,Mexico,>50K
30,Self-emp-inc,491082,Preschool,8,Divorced,Armed-Forces,Own-child,White,Female,42406,4725,41,Japan,<=50K
21,Self-emp-not-inc,80545,Bachelors,10,Separated,Farming-fishing,Other-relative,Black,Female,40524,2245,66,Canada,<=50K
51,Self-emp-not-inc,1303131,10th,12,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Male,23332,4300,98,England,>50K
34,State-gov,243894,12th,8,Divorced,Handlers-cleaners,Husband,White,Female,15764,1749,3,India,>50K
25,Private,747506,Assoc-voc,2,Married-AF-spouse,Adm-clerical,Unmarried,Other,Female,27563,567,80,Cambodia,<=50K
74,Never-worked,1009470,1st-4th,7,Divorced,Adm-clerical,Wife,Black,Male,87675,4900,51,England,>50K
33,Self-emp-inc,1370642,12th,8,Married-spouse-absent,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,36370,881,68,Mexico,<=50K
23,Never-worked,1427753,Prof-school,16,Married-civ-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Female,5062,639,87,Puerto-Rico,>50K
62,Self-emp-inc,1435512,9th,11,Married-spouse-absent,Sales,Husband,Other,Male,44645,3961,84,Puerto-Rico,<=50K
29,State-gov,270497,7th-8th,6,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,7244,4420,25,England,<=50K
56,Local-gov,993181,Masters,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,6372,4537,30,Canada,>50K
58,Never-worked,1039658,Doctorate,11,Married-AF-spouse,Other-service,Other-relative,Black,Female,85501,4899,82,England,<=50K
25,Local-gov,721692,Assoc-voc,9,Never-married,Transport-moving,Own-child,White,Male,64471,2335,11,Mexico,<=50K
66,Without-pay,926295,Doctorate,13,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,16956,4321,93,England,>50K
43,Private,1224680,10th,3,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40473,2985,17,Cambodia,<=50K
82,Private,713206,5th-6th,12,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,13894,559,26,Canada,<=50K
21,Federal-gov,1113512,Assoc-voc,13,Widowed,Prof-specialty,Not-in-family,Other,Female,98918,713,23,Germany,<=50K
45,State-gov,705154,Bachelors,13,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,69586,4593,56,United-States,>50K
53,Local-gov,1270632,5th-6th,10,Married-spouse-absent,Handlers-cleaners,Own-child,Other,Female,16709,3988,52,Germany,>50K
54,Self-emp-not-inc,245469,HS-grad,4,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,81258,256,48,Philippines,>50K
24,Self-emp-inc,1096717,Some-college,9,Separated,Tech-support,Wife,White,Male,15210,576,20,England,>50K
81,Private,157478,Some-college,6,Widowed,Armed-Forces,Not-in-family,White,Male,49510,37,2,Puerto-Rico,>50K
33,Never-worked,1165935,Some-college,8,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Female,38674,2072,88,Germany,<=50K
87,Self-emp-inc,929711,HS-grad,7,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,17733,4505,31,Japan,<=50K
61,Self-emp-inc,1222939,Doctorate,11,Widowed,Adm-clerical,Not-in-family,Black,Female,20080,460,27,Mexico,<=50K
20,Federal-gov,641827,Bachelors,2,Never-married,Farming-fishing,Other-relative,Other,Male,53412,1440,2,Germany,>50K
52,Local-gov,513158,5th-6th,3,Separated,Craft-repair,Other-relative,Other,Female,58971,4478,78,India,<=50K
86,Private,43312,HS-grad,1,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,39709,1832,4,Canada,>50K
47,Self-emp-inc,980612,Some-college,16,Married-spouse-absent,Transport-moving,Own-child,White,Male,59846,4664,13,Mexico,<=50K
35,Private,447387,Prof-school,9,Divorced,Transport-moving,Husband,Other,Male,65480,3399,35,Puerto-Rico,>50K
77,Self-emp-not-inc,454995,11th,13,Married-AF-spouse,Tech-support,Other-relative,Black,Male,52960,432,72,Philippines,<=50K
70,Federal-gov,818843,5th-6th,7,Widowed,Other-service,Wife,Black,Male,41152,4151,66,Germany,<=50K
55,Self-emp-not-inc,1317638,1st-4th,1,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,27250,1751,6,Canada,>50K
35,Private,863441,9th,3,Married-AF-spouse,Other-service,Not-in-family,White,Female,85765,2047,31,United-States,<=50K
55,Without-pay,1477214,HS-grad,4,Separated,Exec-managerial,Not-in-family,Black,Male,48137,4997,10,Canada,<=50K
83,Never-worked,455684,Bachelors,4,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,82011,2840,21,Canada,>50K
61,Private,77022,Bachelors,5,Married-AF-spouse,Farming-fishing,Other-relative,White,Male,46412,256,74,Mexico,<=50K
29,Local-gov,353373,1st-4th,14,Married-spouse-absent,Prof-specialty,Own-child,White,Female,43876,671,23,United-States,<=50K
74,Self-emp-inc,1167647,12th,3,Separated,Adm-clerical,Wife,Black,Female,94547,489,3,Canada,>50K
36,Self-emp-inc,1250844,11th,3,Divorced,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,73664,3714,32,India,>50K
88,Self-emp-not-inc,1017858,5th-6th,1,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,50227,2096,20,Germany,>50K
77,Never-worked,378918,7th-8th,7,Separated,Farming-fishing,Not-in-family,Black,Male,32450,1682,74,Germany,>50K
55,Federal-gov,509626,Assoc-voc,11,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,84433,4411,29,India,>50K
17,Without-pay,308859,Some-college,10,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,73704,2460,52,Germany,<=50K
19,State-gov,834037,5th-6th,14,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,6861,4529,46,Canada,>50K
78,Never-worked,575462,10th,1,Married-civ-spouse,Sales,Own-child,White,Female,61914,3912,34,Philippines,>50K
79,Self-emp-inc,947460,7th-8th,2,Widowed,Handlers-cleaners,Husband,Black,Female,63888,1975,84,Canada,<=50K
41,Local-gov,1144949,12th,13,Married-AF-spouse,Prof-specialty,Own-child,Black,Female,79286,3216,61,Mexico,<=50K
72,Never-worked,1261597,Some-college,4,Married-spouse-absent,Craft-repair,Husband,Other,Male,61293,1389,72,Japan,<=50K
49,Self-emp-not-inc,213718,11th,13,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,82524,4515,71,Philippines,<=50K
54,Self-emp-not-inc,614305,Masters,4,Widowed,Transport-moving,Not-in-family,Other,Male,68515,3856,70,Puerto-Rico,<=50K
22,State-gov,83037,10th,5,Widowed,Transport-moving,Other-relative,Black,Female,23524,1584,11,Puerto-Rico,>50K
74,Local-gov,550836,12th,11,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,7065,4939,82,Philippines,<=50K
60,Federal-gov,661269,Doctorate,2,Married-AF-spouse,Machine-op-inspct,Unmarried,Black,Female,37684,2963,93,Canada,>50K
61,Never-worked,1302789,Some-college,4,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,88720,4529,89,England,<=50K
48,Local-gov,224366,11th,1,Separated,Handlers-cleaners,Not-in-family,Black,Female,33365,976,63,Japan,>50K
61,Federal-gov,522420,Assoc-acdm,2,Married-spouse-absent,Armed-Forces,Husband,Black,Male,58876,3364,21,India,<=50K
77,Local-gov,174249,7th-8th,1,Divorced,Machine-op-inspct,Unmarried,White,Female,23704,45,3,Canada,>50K
63,Local-gov,1354742,7th-8th,10,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,57857,1193,82,Philippines,>50K
37,Private,1058199,Assoc-voc,10,Married-civ-spouse,Priv-house-serv,Wife,White,Male,5622,3342,88,England,>50K
52,Self-emp-not-inc,680902,1st-4th,13,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,83797,4512,10,Canada,>50K
35,Never-worked,1290660,11th,4,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Male,93955,4943,27,England,>50K
36,Local-gov,1129004,HS-grad,4,Married-AF-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,91141,246,12,Philippines,>50K
73,Never-worked,1390073,Assoc-acdm,7,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Male,94707,3219,7,Canada,>50K
34,State-gov,1256180,Masters,10,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Male,87700,4325,17,United-States,>50K
63,Local-gov,560340,Prof-school,11,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,79332,791,65,Germany,>50K
65,Self-emp-inc,1169265,Some-college,11,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,96856,636,64,Philippines,>50K
30,Self-emp-not-inc,722436,10th,9,Divorced,Sales,Unmarried,Other,Female,66201,3775,26,Puerto-Rico,<=50K
31,Self-emp-inc,466636,Assoc-acdm,9,Divorced,Exec-managerial,Not-in-family,White,Male,32694,2421,15,Puerto-Rico,>50K
47,Never-worked,676031,11th,5,Never-married,Machine-op-inspct,Unmarried,White,Male,89766,4833,33,Japan,>50K
17,Never-worked,282307,Preschool,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,22995,1088,62,Cambodia,<=50K
70,Self-emp-not-inc,1372144,Doctorate,1,Married-spouse-absent,Farming-fishing,Wife,Asian-Pac-Islander,Female,92320,4183,47,Puerto-Rico,>50K
19,Never-worked,991248,9th,1,Widowed,Sales,Wife,Other,Female,80141,3159,95,Cambodia,>50K
32,Self-emp-inc,483547,Some-college,6,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,82999,712,35,United-States,<=50K
73,Local-gov,423850,Bachelors,2,Never-married,Prof-specialty,Husband,White,Male,8419,4696,65,Philippines,<=50K
28,Local-gov,1204446,7th-8th,8,Separated,Protective-serv,Own-child,Black,Female,47952,3644,72,England,>50K
32,Private,1353140,Doctorate,13,Separated,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,33837,3890,76,Japan,<=50K
88,State-gov,530259,1st-4th,9,Never-married,Exec-managerial,Not-in-family,Black,Male,70799,2586,83,Germany,>50K
40,Never-worked,1360020,11th,13,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,48877,4309,25,India,>50K
44,Self-emp-inc,1079325,Masters,4,Married-AF-spouse,Handlers-cleaners,Own-child,White,Male,45687,2108,57,Cambodia,>50K
24,Never-worked,648419,Bachelors,5,Never-married,Armed-Forces,Wife,Other,Male,99667,4793,32,Germany,<=50K
52,Never-worked,1368207,Assoc-voc,16,Widowed,Farming-fishing,Other-relative,Black,Female,37276,3614,63,Japan,>50K
24,Federal-gov,245019,10th,11,Divorced,Handlers-cleaners,Other-relative,Other,Female,34523,1242,12,Japan,>50K
74,Private,1495153,5th-6th,8,Never-married,Protective-serv,Husband,White,Male,66055,2059,63,Puerto-Rico,<=50K
76,Self-emp-inc,617218,12th,3,Widowed,Sales,Own-child,Black,Male,54615,3486,77,Germany,>50K
66,Self-emp-inc,1359100,Prof-school,5,Never-married,Priv-house-serv,Own-child,Other,Male,96642,4332,92,Canada,>50K
44,Never-worked,837052,Prof-school,3,Never-married,Protective-serv,Not-in-family,Other,Female,10514,3810,1,Mexico,>50K
57,Private,1325129,Doctorate,12,Married-AF-spouse,Exec-managerial,Wife,Black,Male,47456,3900,51,Japan,>50K
80,Local-gov,739401,Bachelors,10,Married-AF-spouse,Protective-serv,Unmarried,White,Male,7233,2605,70,Cambodia,>50K
43,Self-emp-inc,1448080,5th-6th,3,Widowed,Other-service,Own-child,Other,Male,1102,4742,8,India,>50K
79,Local-gov,1121928,5th-6th,3,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,66133,3034,68,India,<=50K
33,Private,444127,7th-8th,13,Married-civ-spouse,Armed-Forces,Other-relative,Black,Male,46715,4568,5,United-States,>50K
89,Local-gov,1232432,Assoc-voc,12,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,85193,4207,89,United-States,>50K
49,Self-emp-not-inc,23191,9th,7,Separated,Other-service,Wife,Asian-Pac-Islander,Male,6256,4051,86,Puerto-Rico,<=50K
45,Federal-gov,648864,7th-8th,15,Never-married,Protective-serv,Wife,White,Male,64800,3363,92,Canada,>50K
29,Without-pay,1264289,Assoc-acdm,7,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,94937,4021,39,Puerto-Rico,>50K
62,Self-emp-inc,462939,1st-4th,7,Widowed,Exec-managerial,Husband,Other,Female,41548,1845,23,India,<=50K
51,State-gov,1072207,Prof-school,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,72090,382,68,England,<=50K
22,Federal-gov,1205820,Assoc-acdm,8,Married-spouse-absent,Transport-moving,Husband,White,Male,78200,4112,52,India,<=50K
85,Without-pay,324224,Masters,5,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,42367,4588,4,Japan,<=50K
63,Local-gov,240169,Some-college,5,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Female,89922,3810,47,Germany,<=50K
41,Self-emp-inc,634641,HS-grad,14,Married-AF-spouse,Protective-serv,Not-in-family,White,Female,70382,1896,21,Germany,<=50K
82,Local-gov,1482073,11th,4,Separated,Sales,Husband,White,Male,26205,1509,56,Japan,<=50K
26,Self-emp-not-inc,572959,10th,7,Widowed,Adm-clerical,Husband,Other,Female,25570,4212,66,Japan,>50K
72,Private,241972,Assoc-voc,10,Never-married,Prof-specialty,Unmarried,White,Male,30255,1578,59,India,>50K
46,Self-emp-inc,1458454,7th-8th,4,Married-spouse-absent,Sales,Other-relative,Other,Female,21182,879,7,Germany,>50K
21,Without-pay,768321,Prof-school,15,Married-spouse-absent,Craft-repair,Unmarried,Other,Female,39373,2162,49,Germany,<=50K
49,Without-pay,528679,Assoc-acdm,2,Married-AF-spouse,Prof-specialty,Husband,Black,Female,43019,1572,16,Philippines,>50K
81,Self-emp-not-inc,441818,12th,4,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,62619,1648,17,Germany,<=50K
34,Self-emp-not-inc,724590,Doctorate,13,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,16043,4739,84,Japan,>50K
65,Never-worked,1011120,1st-4th,13,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,45532,1359,87,United-States,>50K
27,Self-emp-inc,1075675,1st-4th,8,Separated,Sales,Unmarried,Black,Male,65936,4431,98,Canada,>50K
42,Local-gov,1487223,Some-college,9,Married-AF-spouse,Armed-Forces,Husband,Other,Male,19239,2969,75,England,>50K
79,State-gov,600780,Preschool,16,Married-AF-spouse,Protective-serv,Husband,Other,Male,10416,3960,34,Japan,<=50K
75,Without-pay,1165298,11th,3,Never-married,Other-service,Not-in-family,White,Male,3412,3811,33,Germany,<=50K
43,Without-pay,985188,11th,16,Divorced,Handlers-cleaners,Unmarried,Black,Male,81976,4242,26,Cambodia,>50K
65,Self-emp-not-inc,574399,1st-4th,7,Never-married,Craft-repair,Husband,White,Male,24406,4217,66,India,<=50K
49,Federal-gov,83936,1st-4th,14,Never-married,Protective-serv,Wife,Black,Female,1875,80,63,India,<=50K
17,Self-emp-not-inc,243332,5th-6th,12,Widowed,Transport-moving,Other-relative,White,Female,37066,2732,87,Canada,>50K
37,State-gov,745836,7th-8th,14,Widowed,Armed-Forces,Wife,Asian-Pac-Islander,Male,5752,2709,41,Japan,<=50K
71,Local-gov,1391640,5th-6th,9,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,86753,2422,86,Canada,<=50K
22,Local-gov,507510,Assoc-voc,11,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,78025,3641,58,United-States,<=50K
85,Federal-gov,83530,9th,4,Never-married,Sales,Not-in-family,Other,Male,1353,4599,98,Mexico,<=50K
21,Without-pay,1498016,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,26986,667,79,Puerto-Rico,>50K
19,Self-emp-not-inc,1338508,Preschool,15,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,86907,2496,10,Cambodia,>50K
69,Never-worked,1216179,Preschool,3,Widowed,Sales,Husband,Other,Male,14691,3499,15,Puerto-Rico,<=50K
39,Local-gov,894772,12th,5,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,69847,3498,42,Mexico,>50K
69,State-gov,982361,Masters,1,Married-AF-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,48075,1444,93,Cambodia,>50K
53,Self-emp-inc,161214,7th-8th,3,Never-married,Handlers-cleaners,Husband,White,Male,10794,1345,57,Puerto-Rico,>50K
33,Private,659341,Assoc-acdm,15,Never-married,Other-service,Wife,Black,Male,68470,1189,87,Cambodia,<=50K
89,Private,423082,HS-grad,8,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,16406,458,17,Canada,<=50K
17,Private,221139,1st-4th,11,Divorced,Prof-specialty,Unmarried,Other,Male,75930,1212,60,England,>50K
67,Never-worked,1048494,Bachelors,8,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,26872,4559,9,Philippines,>50K
61,Without-pay,1041318,9th,15,Never-married,Sales,Wife,Other,Male,41708,911,36,Cambodia,<=50K
20,Self-emp-not-inc,669714,Assoc-voc,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,20800,1025,73,Mexico,>50K
78,Federal-gov,608315,Some-college,4,Separated,Sales,Husband,Other,Male,43397,2411,80,Canada,<=50K
81,Never-worked,1227786,9th,2,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,37909,71,36,Philippines,>50K
48,Never-worked,112601,1st-4th,13,Married-AF-spouse,Sales,Other-relative,White,Male,21352,2685,48,Canada,<=50K
50,Local-gov,1098532,Prof-school,8,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Male,93848,1193,51,United-States,<=50K
88,Self-emp-inc,1306916,Assoc-voc,8,Married-spouse-absent,Craft-repair,Own-child,White,Female,15438,1848,97,Germany,<=50K
55,Never-worked,649085,HS-grad,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,88921,2384,95,India,<=50K
42,State-gov,932735,Prof-school,4,Married-AF-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,44999,2022,70,United-States,>50K
50,Self-emp-inc,441486,9th,3,Separated,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,18482,3741,74,Mexico,<=50K
70,State-gov,623103,Bachelors,2,Widowed,Armed-Forces,Husband,Black,Female,32471,4748,80,Japan,>50K
19,Without-pay,59279,Bachelors,9,Married-AF-spouse,Transport-moving,Wife,Other,Female,47279,1298,68,Japan,<=50K
66,Self-emp-not-inc,391931,5th-6th,1,Never-married,Exec-managerial,Husband,Other,Female,54213,4102,22,India,<=50K
28,Private,168702,HS-grad,7,Widowed,Prof-specialty,Other-relative,Other,Female,13026,904,77,Canada,>50K
81,Never-worked,1129639,11th,5,Never-married,Farming-fishing,Husband,White,Female,85184,3026,80,England,>50K
70,Self-emp-not-inc,793887,10th,8,Widowed,Sales,Not-in-family,Other,Female,5435,2028,93,Mexico,>50K
21,Without-pay,1322887,12th,4,Separated,Protective-serv,Unmarried,Other,Female,8493,4711,6,India,<=50K
73,Federal-gov,672184,1st-4th,7,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,72227,2620,26,Philippines,<=50K
33,Federal-gov,465377,Some-college,13,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,59321,2646,75,Philippines,>50K
63,Without-pay,539089,1st-4th,5,Married-spouse-absent,Protective-serv,Unmarried,Other,Male,2763,4865,88,Japan,<=50K
39,State-gov,766434,11th,15,Married-civ-spouse,Farming-fishing,Other-relative,Black,Male,20389,2289,93,Germany,>50K
30,Local-gov,1277008,Masters,14,Divorced,Adm-clerical,Other-relative,Other,Female,31498,3872,3,Canada,<=50K
82,Local-gov,202051,5th-6th,5,Separated,Farming-fishing,Wife,White,Male,63755,1485,52,Japan,<=50K
67,State-gov,1166237,5th-6th,14,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,35825,3151,74,England,<=50K
54,Federal-gov,963693,Masters,9,Married-civ-spouse,Sales,Not-in-family,White,Female,16934,1440,60,India,>50K
80,Federal-gov,143257,Doctorate,9,Married-spouse-absent,Other-service,Own-child,Other,Female,5574,765,63,Cambodia,<=50K
